"YEAR","ST","STATE","RESIDENTIAL","COMMERCIAL","INDUSTRIAL","OTHER","TOTAL","TRANSPORTATION"
2047,"TX","Texas",253378766.522055,227123903.321127,94641075.9579208,9.4975397352649e-34,575213795.943867,70050.1427648791
2047,"UT","Utah",17167834.0100462,22215090.4935807,17862818.7112279,4.67729382349626e-21,57283916.8856965,38173.6708417898
2047,"VA","Virginia",77109141.1014463,94825410.7006922,17315729.2208095,2.64199810681739e-08,189438186.44689,187905.423941594
2047,"VT","Vermont",2096703.40018264,1993893.47079505,1421413.62786488,4.37988178451538e-12,5512010.49884257,0
2047,"WA","Washington",50544329.7394038,51564955.9527345,27578939.3765668,3.26846402653885e-34,129694563.334841,6338.26613561176
2047,"WI","Wisconsin",20659186.1070409,42501065.0861832,24053637.1394505,1.09034965936225e-34,87213888.3326747,0
2047,"WV","West Virginia",19261287.1332837,7501896.16992309,11855065.2630799,1.7112587515235e-12,38622421.2881686,4172.72188186839
2047,"WY","Wyoming",4269819.41939378,2592463.71730384,10009401.5493091,1.61870236172302e-35,16871684.6860067,0
2048,"AK","Alaska",3168351.83793503,4440058.93357847,3214628.16538377,1.95401881073583e-05,10823038.9369168,0
2048,"AL","Alabama",27061337.7674427,23906646.7891084,33727799.4098866,1.81984092481057e-08,84695783.9664377,0
2048,"AR","Arkansas",26582073.4510121,23023646.9460615,18562153.1717858,1.27230526798904e-34,68168334.7766635,461.207804032489
2048,"AZ","Arizona",66416443.7116678,58229104.4484247,12428935.0079918,4.78871497795147e-09,137074483.168084,0
2048,"CA","California",134444145.198441,121791635.814435,47288748.4446002,0.00530244031997409,304209336.661785,684807.199005063
2048,"CO","Colorado",33515461.1067125,19997215.1671523,31917632.8169278,13.5216316142643,85481864.3773482,51541.7649239669
2048,"CT","Connecticut",12768311.3363761,12995956.7436815,3565954.23668056,7.09697277237904e-35,29522765.3672551,192543.050517021
2048,"DC","District of Columbia",2814190.1124457,11118295.7228742,218375.786691323,0.000119587319560051,14475466.0192732,324604.397142406
2048,"DE","Delaware",8191265.46156751,3295772.17922577,2754604.67068583,1.73693445834193e-35,14241642.3114791,0
2048,"FL","Florida",63176905.0753984,104894050.852683,16425627.1790517,1.19550765359719e-08,184580478.283383,83895.1762492474
2048,"GA","Georgia",27316617.713985,35984306.64969,31730594.1819937,7.70947266597367e-11,95188474.9265333,156956.380864505
2048,"HI","Hawaii",0,2414858.44698425,3661679.31053312,6.01312903699898e-36,6076537.75751737,0
2048,"IA","Iowa",20791914.9214426,21982782.0088282,31100436.8626104,0.0106346214025627,73875170.1762937,36.372777890282
2048,"ID","Idaho",12881250.6517468,5971902.42820747,9574324.4149632,0.00142150903432549,28427477.496339,0
2048,"IL","Illinois",77800814.9583198,22086633.7552728,45193901.77918,1.17611525318179e-33,145631421.795034,550071.302261637
2048,"IN","Indiana",45376118.3685923,33110945.3763016,50804443.7152469,6.36987996571104e-35,129311797.501988,20290.0418468356
2048,"KS","Kansas",18579329.2733214,27846531.8246581,16632514.220167,0.00118258649512965,63058375.3193291,0
2048,"KY","Kentucky",11808096.1378014,37335631.3086832,44125813.2970004,7.53568544627701e-09,93269540.743485,0
2048,"LA","Louisiana",40405074.568618,42588759.2907935,30385650.9687721,1.05394077857511e-06,113390070.854219,10586.0260346895
2048,"MA","Massachusetts",29967516.2038839,17722928.0592514,16927209.685885,5.97087082004907e-09,64967493.6942628,349839.745242468
2048,"MD","Maryland",43697817.2536511,30107590.3107103,4499877.77023141,1.36191176111394e-07,78833328.2375735,528042.902980578
2048,"ME","Maine",4480726.06818493,7463627.71100503,3026010.86042226,0.0762276490435278,14970364.7158399,0
2048,"MI","Michigan",55058696.9441263,42212569.8210459,31471020.7484945,9.4132411943722e-07,128748867.896857,6580.38318909119
2048,"MN","Minnesota",36728520.6957687,22495791.5183464,23374890.8782914,1.32244860191393e-10,82616512.2763489,17309.1839424566
2048,"MO","Missouri",29057119.7306386,15728900.2110123,17544427.5604523,2.18333738302773e-34,62352036.5301071,21589.0280039028
2048,"MS","Mississippi",21306507.639385,23118937.0331769,16510016.4900096,4.0353063199508e-15,60935461.1625715,0
2048,"MT","Montana",7182599.11545789,8867337.762021,4221192.85981641,0.0159747221946598,20271129.75327,0
2048,"NC","North Carolina",105945081.355448,30104254.8596968,26896088.8249815,6.238168688543e-15,162952549.048926,7124.00879914413
2048,"ND","North Dakota",4484764.77954282,10453458.4203778,5123501.21908953,1.36949640128144e-08,20061724.4190101,0
2048,"NE","Nebraska",16096685.562745,17158146.3577633,21663161.6063404,0.0313960448219353,54917993.5582448,0
2048,"NH","New Hampshire",4517485.82649049,7072941.91039192,1951510.31315432,2.69969767474845e-18,13541938.0500367,0
2048,"NJ","New Jersey",22783069.6369234,11328489.8671018,0,2.48943125948846e-34,34398708.7789336,287149.274908493
2048,"NM","New Mexico",8273926.49644205,14325630.9898335,13134355.5390323,8.91506872088373e-07,35733913.0253088,0
2048,"NV","Nevada",24568102.8773772,19256708.3403105,23228363.0532775,1.74199101392675e-09,67061302.2658625,8127.99489722433
2048,"NY","New York",72358133.1502297,133853393.961172,0,5.64276397432523e-33,208971835.169308,2760308.05790723
2048,"OH","Ohio",67928488.4500841,81124177.6609682,53379337.9035714,1.93951392161484e-07,202465933.021654,33929.007030036
2048,"OK","Oklahoma",37338183.8361111,19961104.5086258,16569724.8390348,0.0447494162303851,73869013.228521,0
2048,"OR","Oregon",22027525.7153667,17524671.3165847,12005574.4484452,3.09695658044299e-05,51582575.4891432,24804.008715625
2048,"PA","Pennsylvania",81986190.5926453,0,47173947.5029558,7.06333628908854e-07,130035177.619556,875039.523954032
2048,"RI","Rhode Island",4553899.49759983,3639868.05308249,925817.920914897,9.27290006396316e-36,9143254.89576548,23669.4241682595
2048,"SC","South Carolina",55402060.6593521,11575873.9970029,28163948.9955344,1.23995491991752e-14,95141883.6518894,0
2048,"SD","South Dakota",7104648.35238624,10085806.0525813,2723856.23657269,0.00143947250614684,19914310.6429797,0
2048,"TN","Tennessee",56435655.0350076,28150228.5460403,28502538.0829961,1.76525435831902e-07,113090165.657745,1743.99370112275
2048,"TX","Texas",256585645.758081,229819643.203612,94641075.9579208,9.4975397352649e-34,581116415.062379,70050.1427648791
2048,"UT","Utah",17395833.1499855,22541155.7420169,18096208.468575,4.67729382349626e-21,58071371.0314192,38173.6708417898
2048,"VA","Virginia",77994005.4123114,96198798.8515538,17315729.2208095,2.64199810681739e-08,191696438.908616,187905.423941594
2048,"VT","Vermont",2096703.40018264,1993893.47079505,1421413.62786488,4.37988178451538e-12,5512010.49884257,0
2048,"WA","Washington",50947924.6766477,52198029.586683,27578939.3765668,3.26846402653885e-34,130731231.906033,6338.26613561176
2048,"WI","Wisconsin",20619154.7252582,43046151.1017885,24054708.2746928,1.09034965936225e-34,87720014.1017395,0
2048,"WV","West Virginia",19459842.6991137,7490450.13681896,11855065.2630799,1.7112587515235e-12,38809530.8208945,4172.72188186839
2048,"WY","Wyoming",4312922.19646491,2544501.34995838,10009401.5493091,1.61870236172302e-35,16866825.0957324,0
2049,"AK","Alaska",3196322.33122086,4483500.48107184,3265557.36311813,1.95401881073583e-05,10945380.1754304,0
2049,"AL","Alabama",26873583.8662047,23965185.7086215,33727799.4098866,1.81984092481057e-08,84566568.9847128,0
2049,"AR","Arkansas",26727528.3695377,23324069.3436545,18570886.6713487,1.27230526798904e-34,68622945.5923448,461.207804032489
2049,"AZ","Arizona",67346420.9281167,59021792.9629157,12428935.0079918,4.78871497795147e-09,138797148.899024,0
2049,"CA","California",135675979.165285,121791635.814435,47288748.4446002,0.00530244031997409,305441170.628629,684807.199005063
2049,"CO","Colorado",33938954.5715698,19997215.1671523,32373546.452654,13.5216316142643,86361271.4779316,51541.7649239669
2049,"CT","Connecticut",12768311.3363761,12995956.7436815,3565954.23668056,7.09697277237904e-35,29522765.3672551,192543.050517021
2049,"DC","District of Columbia",2835618.62300258,11183974.7518769,218375.786691323,0.000119587319560051,14562573.5588328,324604.397142406
2049,"DE","Delaware",8290170.21638908,3268583.16909414,2754604.67068583,1.73693445834193e-35,14313358.056169,0
2049,"FL","Florida",61718829.4382313,105251168.52073,16425627.1790517,1.19550765359719e-08,183479520.314262,83895.1762492474
2049,"GA","Georgia",26445517.563859,35697937.0691365,31731338.119551,7.70947266597367e-11,94031749.133411,156956.380864505
2049,"HI","Hawaii",0,2391988.03264681,3661679.31053312,6.01312903699898e-36,6053667.34317993,0
2049,"IA","Iowa",20967907.3348794,22252107.2800907,31422346.5313051,0.0106346214025627,74642397.5296877,36.372777890282
2049,"ID","Idaho",13009275.2090642,5971902.42820747,9574324.4149632,0.00142150903432549,28555502.0536564,0
2049,"IL","Illinois",78569487.5095714,21294004.5515966,45193901.77918,1.17611525318179e-33,145607465.14261,550071.302261637
2049,"IN","Indiana",45553180.8683717,33234501.8762788,50820446.7377701,6.36987996571104e-35,129628419.524267,20290.0418468356
2049,"KS","Kansas",18652637.2360319,28187060.5173587,16788154.8893115,0.00118258649512965,63627852.6438847,0
2049,"KY","Kentucky",11359765.7216199,37851496.0935149,44125813.2970004,7.53568544627701e-09,93337075.1121352,0
2049,"LA","Louisiana",40559122.7155253,43098314.0604868,30385650.9687721,1.05394077857511e-06,114053673.77082,10586.0260346895
2049,"MA","Massachusetts",30228776.9897543,17722928.0592514,16927209.685885,5.97087082004907e-09,65228754.4801332,349839.745242468
2049,"MD","Maryland",44155584.3653806,30107590.3107103,4499877.77023141,1.36191176111394e-07,79291095.349303,528042.902980578
2049,"ME","Maine",4480726.06818493,7558361.94759007,3026010.86042226,0.0762276490435278,15065098.9524249,0
2049,"MI","Michigan",55619051.4321556,42231488.0376162,31471020.7484945,9.4132411943722e-07,129328140.601456,6580.38318909119
2049,"MN","Minnesota",37130155.6600688,22495791.5183464,23374890.8782914,1.32244860191393e-10,83018147.240649,17309.1839424566
2049,"MO","Missouri",28840725.6178866,15310854.6817012,17544427.5604523,2.18333738302773e-34,61717596.888044,21589.0280039028
2049,"MS","Mississippi",21369877.2799835,23383777.3848873,16511405.3412507,4.0353063199508e-15,61265060.0061215,0
2049,"MT","Montana",7247255.02544624,8976085.93338208,4221192.85981641,0.0159747221946598,20444533.8346194,0
2049,"NC","North Carolina",107198883.178003,29640596.5397117,26896088.8249815,6.238168688543e-15,163742692.551495,7124.00879914413
2049,"ND","North Dakota",4484764.77954282,10601926.5263676,5123501.21908953,1.36949640128144e-08,20210192.5249999,0
2049,"NE","Nebraska",16257736.6669143,17377112.7464695,21961556.6818097,0.0313960448219353,55596406.1265895,0
2049,"NH","New Hampshire",4519128.08988166,7144758.53224634,1951510.31315432,2.69969767474845e-18,13615396.9352823,0
2049,"NJ","New Jersey",22609401.13215,10573538.2440605,0,2.48943125948846e-34,33470088.651119,287149.274908493
2049,"NM","New Mexico",8311885.48200289,14467913.178915,13297832.1750451,8.91506872088373e-07,36077630.8359639,0
2049,"NV","Nevada",24914630.0488689,19532877.8316805,23492083.1180698,1.74199101392675e-09,67947718.9935164,8127.99489722433
2049,"NY","New York",72949533.8691273,135458460.66709,0,5.64276397432523e-33,211168302.594125,2760308.05790723
2049,"OH","Ohio",68147616.0186881,82067723.9330646,53379337.9035714,1.93951392161484e-07,203628606.862354,33929.007030036
2049,"OK","Oklahoma",37721255.2804148,19961104.5086258,16569724.8390348,0.0447494162303851,74252084.6728247,0
2049,"OR","Oregon",22060656.4632603,17539388.4498509,12005574.4484452,3.09695658044299e-05,51630423.370303,24804.008715625
2049,"PA","Pennsylvania",82768521.3391912,0,47173947.5029558,7.06333628908854e-07,130817508.366102,875039.523954032
2049,"RI","Rhode Island",4593301.21889931,3639868.05308249,925817.920914897,9.27290006396316e-36,9182656.61706495,23669.4241682595
2049,"SC","South Carolina",56043907.0287672,11297612.0052796,28163948.9955344,1.23995491991752e-14,95505468.0295812,0
2049,"SD","South Dakota",7175535.75787046,10239224.5156397,2723856.23657269,0.00143947250614684,20138616.5115223,0
2049,"TN","Tennessee",56658779.4181889,28150228.5460403,28502538.0829961,1.76525435831902e-07,113313290.040927,1743.99370112275
2049,"TX","Texas",259792524.994108,232515383.086097,94641075.9579208,9.4975397352649e-34,587019034.180891,70050.1427648791
2049,"UT","Utah",17623832.2899249,22867220.9904531,18329598.2259222,4.67729382349626e-21,58858825.1771419,38173.6708417898
2049,"VA","Virginia",78878869.7231765,97572187.0024153,17315729.2208095,2.64199810681739e-08,193954691.370343,187905.423941594
2049,"VT","Vermont",2096703.40018264,1993893.47079505,1421413.62786488,4.37988178451538e-12,5512010.49884257,0
2049,"WA","Washington",51351519.6138915,52831103.2206315,27578939.3765668,3.26846402653885e-34,131767900.477225,6338.26613561176
2049,"WI","Wisconsin",20579123.3434755,43591237.1173938,24055665.7486334,1.09034965936225e-34,88226026.2095027,0
2049,"WV","West Virginia",19658398.2649437,7479004.10371483,11855065.2630799,1.7112587515235e-12,38996640.3536204,4172.72188186839
2049,"WY","Wyoming",4356024.97353606,2496538.98261292,10009401.5493091,1.61870236172302e-35,16861965.5054581,0
1990,"US","United States",924018699,751026562,945521695,91987709,2712554665,0
1991,"US","United States",955417350,765663613,946583391,94338686,2762003040,0
1992,"US","United States",935938788,761270543,972713990,93442150,2763365449,0
1993,"US","United States",994780818,794573370,977164250,94943902,2861462340,0
1994,"US","United States",1008481682,820269462,1007981245,97830475,2934562864,0
1995,"US","United States",1042501471,862684775,1012693350,95406993,3013286589,0
1996,"US","United States",1082511751,887445174,1033631379,97538719,3101127023,0
1997,"US","United States",1075880098,928632774,1038196892,102900664,3145610428,0
1998,"US","United States",1130109120,979400928,1051203115,103517589,3264230752,0
1999,"US","United States",1144923069,1001995720,1058216608,106951684,3312087081,0
2000,"US","United States",1192446491,1055232090,1064239393,109496292,3421414266,0
2001,"US","United States",1201606593,1083068516,996609310,113173685,3394458104,0
2002,"US","United States",1265179869,1104496607,990237631,105551904,3465466011,0
2003,"US","United States",1275823910,1198727601,1012373247,0,3493734486,6809728
2004,"US","United States",1291981578,1230424731,1017849532,0,3547479483,7223642
2005,"US","United States",1359227107,1275079020,1019156065,0,3660968513,7506321
2006,"US","United States",1351520036,1299743695,1011297566,0,3669918840,7357543
2007,"US","United States",1392240996,1336315196,1027831925,0,3764560712,8172595
2008,"US","United States",1380661745,1336133485,1009516178,0,3733964619,7653211
2009,"US","United States",1364758153,1306852524,917416468,0,3596795134,7767989
2010,"US","United States",1445708403,1330199364,971221189,0,3754841368,7712412
2011,"US","United States",1422801093,1328057439,991315564,0,3749846180,7672084
2012,"US","United States",1374514708,1327101196,985713854,0,3694649786,7320028
2013,"US","United States",1394812129,1337078777,985351874,0,3724867821,7625041
2014,"US","United States",1407208311,1352158263,997576138,0,3764700267,7757555
2015,"US","United States",1404096499,1360751527,986507732,0,3758992390,7636632
2016,"US","United States",1411058153,1367191386,976715181,0,3762461630,7496910
2017,"US","United States",1378647742,1352887694,984297945,0,3723355974,7522593
2018,"US","United States",1469093059,1381754845,1000672553,0,3859185261,7664804
2019,"US","United States",1440288909,1360876555,1002352849,0,3811150463,7632150
2020,"US","United States",1540115918.54381,1397832346.10826,990726868.549635,13.710134363681,3936002836.59427,7327689.6824327
2021,"US","United States",1553480684.10497,1405954151.02343,991710311.411582,13.710134363681,3958472849.93254,7327689.6824327
2022,"US","United States",1566797446.56729,1414054105.62033,992673623.272422,13.710134363681,3980852878.85261,7327689.6824327
2023,"US","United States",1580067367.41036,1422133403.60302,993618445.985658,13.710134363681,4003146920.39161,7327689.6824327
2024,"US","United States",1593291579.52929,1430193164.42919,994546281.865325,13.710134363681,4025358729.21637,7327689.6824327
2025,"US","United States",1606471187.95336,1438234438.26128,995458506.088397,13.710134363681,4047491835.69561,7327689.6824327
2026,"US","United States",1619607270.5462,1446258210.57585,996356377.944289,13.710134363681,4069549562.4589,7327689.6824327
2027,"US","United States",1632700878.68781,1454265406.45519,997241051.043148,13.710134363681,4091535039.57872,7327689.6824327
